華語,詞條編號,詞條名稱
浪漫,50309,浪漫
浪蕩子,904,歹囝
浪蕩子,6407,破少年
浪費,8663,無彩
浪費,6225,浪費
浪費,4135,拍損
浪費,9581,損蕩
浪費,6777,討債
浪費,7139,奢華
浪費力氣,1431,加工
浮,6175,浮
浮標,6190,浮沉
浮沉,6190,浮沉
浮泛,6209,海海
浮游,51843,浮游
浮漂,6212,浮動
浮現,51842,浮現
浮石,651,冇石仔
浮石,6188,浮石
浮而不實,6183,浮冇
浮腫,12923,譀浡
浮腫,11896,膭水
浮萍,1200,水薸
浮雕,54285,浮雕
浴場,51066,浴場
浴室,6227,浴間仔
浴室,5156,洗身軀間
浴桶,6217,浴桶
浴桶,31046,hu55 looh3
浴缸,6217,浴桶
海,6176,海
海,41140,海
海上,51838,海上
海內外,51676,海內外
海協會,51677,海協會
海參,6213,海參
海口,6181,海口
海口,40149,海口
海口腔,6182,海口腔
海味,6194,海味
海嘯,6232,海漲
海埔地,6206,海埔
海埔姜,5892,埔姜
海域,51839,海域
海基會,52747,海基會
海堤,6196,海岸
海報,51840,海報
海外,50358,海外
海岸,6196,海岸
海岸,6231,海墘
海島,6207,海島
海峽,6208,海峽
海帶,6216,海帶
海帶,31073,khong51 buh3
海底,6197,海底
海拔,52202,海拔
海棠,6221,海棠
海水,54281,海水
海水浴場,6184,海水浴場
海洋,6202,海洋
海洋生物館,33027,海洋生物館
海浪,6222,海湧
海濱,6196,海岸
海濱,6231,海墘
海灘,6191,海沙埔
海灣,54284,海灣
海狗,6200,海狗
海獺,6242,海獺
海產,6194,海味
海產,6218,海產
海產粥,6219,海產糜
海盜,6229,海賊
海綿,6233,海綿
海線,6235,海線
海線,34072,海線
海苔,31108,noo55 lih3
海藻,6223,海菜
海蛇,6220,海蛇
海蜇皮,13581,䖳
海豚,6236,海豬
海豹,6211,海豹
海賊,6229,海賊
海軍,50310,海軍
海運,54283,海運
海邊,6231,海墘
海邊,51398,海邊
海量,6226,海量
海關,51841,海關
海關博物館,33028,海關博物館
海面,6204,海面
海風,6205,海風
海馬,54282,海馬
海鮮,6194,海味
海鮮粥,6219,海產糜
海鰻,6243,海鰻
海龍王,6240,海龍王
海龜,51307,海龜
浸,6177,浸
涂,41141,涂
消,6245,消
消化,6257,消化
消基會,52746,消基會
消失,8614,無去
消失,6265,消失
消息,5699,風聲
消息,6293,消息
消極,6321,消極
消毒,6289,消毒
消波塊,2790,肉粽角
消滅,6322,消滅
消滅,6298,消除
消災,10032,解厄
消災解厄,10032,解厄
消災解厄,6277,消災解厄
消炎,6802,退癀
消炎,2266,吊癀
消瘦,6334,消瘦落肉
消磨,4875,度
消耗,4875,度
消腫,6802,退癀
消融,781,化
消費,6315,消費
消費者,4878,客戶
消費者,6316,消費者
消退,10837,蝕
消遣,560,工藝
消遣,6330,消遣
消遣,7024,做議量
消防,53636,消防
消防車,1186,水龍車
消防隊,6279,消防隊
消除,781,化
消除,10029,解
消除,10061,解散
消除,6298,消除
涉,13481,蹽
涉入其中,13483,蹽落去
涉及,7632,牽連
涉嫌,50883,涉嫌
涉案,53637,涉案
涉水,10195,過水
涉水過溪,13482,蹽溪仔
涕淚縱橫,1546,四淋垂
涮,12265,盪
液體,53694,液體
涵洞,7511,涵空
涵洞,11293,磅空
涵管,7511,涵空
涵蓋,51079,涵蓋
涵養,5723,修養
涼,7498,涼
涼,2887,冷
涼亭,7512,涼亭
涼亭,4686,亭仔
涼爽,5353,秋凊
涼粉,6487,粉粿
涼風,7514,涼風
淋,3295,沃
淋,7530,淋
淋,13124,灇
淋巴腫,7625,牽核仔
淋濕,3338,沃澹
淋病,8979,菜花
淋雨,3320,沃雨
淋雨,7564,淋雨
淑女,7541,淑女
淒涼,54377,淒涼
淒風苦雨,7296,悽慘落魄
淘,7531,淘
淘氣鬼,11506,賤蟲
淘汰,50935,淘汰
淚,7532,淚
淚珠,6382,珠淚
淡,3292,汫
淡化,53168,淡化
淡水,7546,淡水
淡水河,38006,淡水河
淡水鎮,35036,淡水鎮
淡而無味,8711,無鹹無纖
淡薄,54375,淡薄
淤血,6288,烏青凝血
淨利,51418,淨利
淨化,50936,淨化
淨土,2848,西方
淨香,7567,淨香
淪陷,7576,淪陷
淫亂,7582,淫亂
淬火,13616,𫝏水
淬鍊,13615,𫝏
淬鍊,13617,𫝏鋼
淮山,7542,淮山
深,7533,深
深交,7552,深交
深入,50288,深入
深刻,7559,深刻
深坑,7556,深坑
深坑鄉,35044,深坑鄉
深夜,10575,暝尾
深夜,1596,半暝
深夜,7560,深夜
深層,54379,深層
深山,603,內山
深度,7565,深度
深情,54378,深情
深沉,53698,深沉
深深,51151,深深
深淺,7573,深淺
深造,7575,深造
深遠,52788,深遠
淵源,53697,淵源
混亂,7583,混亂
混凝土,5402,紅毛塗
混凝土,31072,khong11 ku33 li51
混合,7553,混合
混合,7919,透
混合,10560,摻
混合,10559,摻
混和,13295,攪
混血兒,12755,雜種仔
混血兒,12756,雜種仔囝
混雜,8427,插雜
淹,7534,淹
淹死,7554,淹死
淹死,11579,駐死
淹水,7547,淹水
淹水,6951,做大水
淹沒,3298,沕
淺,7535,淺
淺嚐,13492,𠯗一下
淺想,7584,淺想
淺眠,7570,淺眠
淺笑,865,文文仔笑
淺紅色,1012,水紅仔色
淺色,7555,淺色
淺見,7558,淺見
添,7536,添
添,7537,添
添丁,7540,添丁
添丁,1423,出丁
添加,1545,加添
添妝,7579,添粧
添油加醋,7586,添話
添福壽,7587,添福壽
添補,10054,補添
清,11279,窮
清,7538,清
清代,52498,清代
清喉嚨,4791,咯
清單,7577,清單
清寒,7578,清寒
清幽,7566,清幽
清廉,7585,清廉
清心,7548,清心
清掃,53696,清掃
清新,51314,清新
清明,30005,清明
清查,51225,清查
清楚,4226,明白
清楚,7631,現現
清楚,50095,清楚
清水,7549,清水
清水,34085,清水
清水巖,39029,清水巖
清水溪,38031,清水溪
清水鎮,35120,清水鎮
清洗,53695,清洗
清洗衣服,3322,汰衫
清涼,5353,秋凊
清涼,53169,清涼
清淨,7574,清淨
清潔,8478,摒掃
清潔,7568,清氣
清潔,7589,清潔
清爽,7548,清心
清爽,53170,清爽
清理,8438,摒
清理,51226,清理
清白,7551,清白
清真寺,51417,清真寺
清秀,3381,秀氣
清秀,7569,清氣相
清秀,7557,清秀
清算,8911,結算
清算,52499,清算
清茶,7571,清茶
清貧,7578,清寒
清酒,7572,清酒
清醒,11986,醒
清醒,53171,清醒
清閒,7580,清閒
清除,6322,消滅
清除,6298,消除
清除,51862,清除
清香,7563,清芳
減,8549,減
減價,9989,落價
減免,52244,減免
減少,10837,蝕
減少,50081,減少
減弱,53193,減弱
減法,8557,減法
減產,53733,減產
減稅,53194,減稅
減肥,50568,減肥
減輕,50939,減輕
減退,6245,消
渡,8550,渡
渡假,52243,渡假
渡口,8552,渡口
渡口,8567,渡頭
渡河,10251,過渡
渡海,54430,渡海
渡船,8563,渡船
渡輪,8563,渡船
渡過,53192,渡過
渡頭,8518,棑仔頭
渡頭,8552,渡口
渡頭,8567,渡頭
測字,4022,拆字
測量,3713,和
測量,9162,量
測量,8579,測量
測驗,8585,測驗
港,8569,港
港仔喙,40186,港仔喙
港區,53732,港區
港口,7151,埠頭
港口,50789,港口
港灣,54429,港灣
港都,53191,港都
渴,8570,渴
渴望,9726,煞心
游,4274,泅
游,41195,游
游泳,4282,泅水
游泳,51157,游泳
游牧,52041,游牧
湊巧,9083,註死
湊巧,4021,拄好
湊熱鬧,6883,鬥無閒
湊熱鬧,6906,鬥鬧熱
湖,8571,湖
湖內鄉,35265,湖內鄉
湖口,34015,湖口
湖口鄉,35088,湖口鄉
湖西鄉,35346,湖西鄉
湖面,54431,湖面
湧,6174,浡
湧出,11220,濆
湯,8574,湯
湯,41196,湯
湯勺,13392,鱟𣁳仔
湯匙,8577,湯匙仔
湯圓,9393,圓仔
湯圓湯,9397,圓仔湯
湯泉,9684,溫泉
湯泡飯,9296,飯湯
湯瓢,13392,鱟𣁳仔
湯瓢,8577,湯匙仔
湯頭,8584,湯頭
湯飯,9296,飯湯
湯麵,10633,滷麵
湳仔,40185,湳仔
源泉,34220,源泉
源自,52527,源自
源頭,52058,源頭
準,9667,準
準備,13228,攢
準備,9691,準備
準備嫁粧,10830,蓄嫁粧
準則,52059,準則
準時,9687,準時
準確,52060,準確
溜,9668,溜
溜,7455,旋
溜,9129,跙
溜滑,9740,滑溜溜
溜滑梯,31142,sir33 be55 li55 lai51
溜走,7820,脫走
溝,9669,溝
溝澗,9698,溪溝
溝通,7926,通
溝通,50208,溝通
溢,12938,霧
溢,9671,溢
溢奶,9680,溢奶
溪,9677,溪仔
溪,9672,溪
溪口,34161,溪口
溪口鄉,35206,溪口鄉
溪哥,9685,溪哥仔
溪州,40210,溪州
溪州鄉,35164,溪州鄉
溪水,53776,溪水
溪流,53777,溪流
溪湖鎮,35149,溪湖鎮
溪澗,9698,溪溝
溪頭,54495,溪頭
溫,4101,拉圇仔燒
溫,7094,圇
溫,41211,溫
溫和,9700,溫馴
溫和,50675,溫和
溫度,50676,溫度
溫度低,2887,冷
溫暖,11837,燒熱
溫暖,11826,燒烙
溫暖,9696,溫暖
溫柔,9683,溫柔
溫泉,12271,磺水
溫泉,9684,溫泉
溫泉水,12271,磺水
溫湯,9684,溫泉
溫習,8357,復習
溫習,12781,餾
溫習,9690,溫習
溫順,9700,溫馴
溫馴,9700,溫馴
溶,9711,溶
溶解,9711,溶
溺愛,5727,倖
溺愛,12819,寵倖
溺死,7554,淹死
溼,11772,澹
溼潤,12257,濕濕
滄桑,53225,滄桑
滅,9712,滅
滅,10647,熄
滅亡,9725,滅亡
滅火,7350,救火
滋味,8630,滋味
滋潤,53734,滋潤
滋養,8697,滋養
滑,9714,滑
滑,12406,趨
滑,9129,跙
滑一跤,9132,跙一倒
滑倒,9733,滑倒
滑倒,9149,跙倒
滑溜溜,9740,滑溜溜
滑稽,2252,各馝
滑稽,609,五仁
滑鼠,50677,滑鼠
滬尾,40219,滬尾
滯銷,7357,敗市
滲,10637,漏
滲,10597,滲
滲,5147,洩
滲,4275,泏
滲水,10195,過水
滲水,5151,洩水
滴,4798,垂
滴,10598,滴
滴,5146,津
滴個不停,13601,㴙㴙滴
滴個不停,10435,嘈嘈滴
滴滴答答,13601,㴙㴙滴
滴瀝瀝,13601,㴙㴙滴
滷,4336,炕
滷,10599,滷
滷味,53812,滷味
滷肉,10613,滷肉
滷肉飯,10614,滷肉飯
滷蛋,10615,滷卵
滷麵,10633,滷麵
滾,10600,滾
滾,12444,輾
滾來滾去,11914,翱翱輾
滾動,10623,滾絞
滾石,2011,石碾
滾石,1991,石碖
滿,10601,滿
滿,10602,滿
滿,9713,滇
滿壘,54796,滿壘
滿州鄉,35303,滿州鄉
滿師,1520,出師
滿月,10605,滿月
滿滿,10628,滿滿
滿滿,10320,飽
滿漢全席,53255,滿漢全席
滿腔,10625,滿腹
滿腔怒火,7901,規腹火
滿腹,10625,滿腹
滿足,10617,滿足
滿足,2037,甘願
滿足,7133,夠氣
滿足,10624,滿意
滿面,10620,滿面
漁場,53257,漁場
漁夫,6762,討海人
漁會,53811,漁會
漁村,52842,漁村
漁業,54554,漁業
漁民,6762,討海人
漁民,52549,漁民
漁港,10622,漁港
漁網,6507,罟
漁網,12322,罾
漁網,51092,漁網
漁船,51091,漁船
漂,10634,漂
漂亮,5385,美
漂亮,5466,美觀
漂亮,5463,美麗
漂亮,8310,媠
漂洗,3294,汰
漂漂亮亮,8345,媠噹噹
漂白,10649,漂白
漂白粉,10650,漂白粉
漆,10635,漆
漉,10636,漉
漏,10637,漏
漏杓,9935,落杓
漏氣,9962,落氣
漏氣,6291,消風
漏水,5151,洩水
漏洞,4428,空縫
漏洞,10942,隙
漏洞,2668,百百空
漏稅,10665,漏稅
漏風,9960,落風
演,10638,演
演出,9519,搬
演出,50069,演出
演化,53254,演化
演員,10658,演員
演唱,50549,演唱
演奏,10654,演奏
演戲,10669,演戲
演戲,9587,搬戲
演戲,7021,做戲
演技,52271,演技
演練,52072,演練
演義,10666,演義
演習,10662,演習
演藝,54551,演藝
演說,10670,演講
演說,52071,演說
演講,10670,演講
演講,12437,講演
演變,10676,演變
演進,54550,演進
漚,10640,漚
漠不關心,1463,外外
漢,10642,漢
漢人,54552,漢人
漢子,5121,查埔
漢字,10648,漢文
漢字,10651,漢字
漢文,10648,漢文
漢文,10651,漢字
漢本,34149,漢本
漢聲,51008,漢聲
漢醫,775,中醫
漩渦,7441,捲螺仔旋
漫不經心,12812,懵仙
漫不經心,3641,兩光
漫不經心,8465,散形
漫畫,3087,尪仔冊
漫畫,31018,bang51 ga11
漫畫書,1459,古冊
漫談,54553,漫談
漫遊,53256,漫遊
漱口,10664,漉喙
漱口杯,11622,齒觳仔
漱口杯,11614,齒杯
漲,1644,夯
漲,10644,漲
漲,10645,漲
漲價,6791,起價
漲氣,10627,滯滯
漲潮,6232,海漲
漳和,40220,漳和
漸漸,10667,漸漸
漾奶,9680,溢奶
漿,11190,漿
漿洗,11199,漿泔
漿洗,11202,漿洗
漿糊,11320,糊仔
漿衣,11204,漿衫
漿衣服,11204,漿衫
漿衣裳,11204,漿衫
潑,3901,戽
潑,11191,潑
潑水,3909,戽水
潑辣,3676,刺耙耙
潔癖,7569,清氣相
潘,41240,潘
潛力,50331,潛力
潛水,12633,藏水沬
潛能,52859,潛能
潤,11216,潤
潤飾,31136,si33 a55 geh3
潦泡,11901,膨疱
潦泡,981,水疱
潦漿泡,11901,膨疱
潦漿泡,981,水疱
潦草,11232,潦草
潦草,2606,聿
潭,11217,潭
潭仔墘,40225,潭仔墘
潭子,34031,潭子
潭子鄉,35125,潭子鄉
潮埔,6206,海埔
潮州,34102,潮州
潮州鎮,35281,潮州鎮
潮水,5184,流
潮水,5196,流水
潮流,11231,潮流
潮濕,12238,濕
潮濕的,9670,溡
潰瘍,6386,疳瘡
潰瘍,54601,潰瘍
澀,12237,澀
澄清,11233,澄清
澄清,3053,坐清
澆,3295,沃
澆水,3306,沃水
澆水,7545,淋水
澆濕,3338,沃澹
澆花,3319,沃花
澈底,50471,澈底
澎湖絲瓜,11234,澎湖菜瓜
澎湖縣,35344,澎湖縣
澗仔壢,40226,澗仔壢
澡盆,10135,跤桶
澤鳧,4525,阿不倒仔
激,11773,激
激動,53297,激動
激勵,4777,勉勵
激勵,51096,激勵
激情,52303,激情
激流,8403,掣流
激烈,11791,激烈
激賞,8335,媠氣
濁,11774,濁
濁世,9337,亂世
濁口溪,38048,濁口溪
濁水,34221,濁水
濁水溪,38030,濁水溪
濃,5144,洘
濃度,52302,濃度
濃淡,4830,厚薄
濃縮,53296,濃縮
濃菸,4832,厚薰
濕地,53314,濕地
濕度,53872,濕度
濕氣,1039,水氣
濕淋淋,11798,澹糊糊
濕淋淋,11797,澹漉漉
濕漉漉,11797,澹漉漉
濕潤,12257,濕濕
濕潤的,9670,溡
濕疹,13147,爛癬
濕疹,52578,濕疹
濕答答,11798,澹糊糊
濕答答,11797,澹漉漉
濟濟,12258,濟濟
濫貨,10136,跤梢
濺,4276,泏
濺,4277,泏
濺雨,11201,潑雨
濾,12544,濾
濾網,2807,米篩
瀉,12545,瀉
瀉藥,12551,瀉藥仔
瀉藥,52095,瀉藥
瀝青,1764,打馬膠
瀟灑,13085,飄撇
瀧溪,34192,瀧溪
瀨,12829,瀨
灌,13125,灌
灌入,4331,注
灌水,13131,灌水
灌注,54715,灌注
灌溉,911,水圳
灌腸,13142,灌腸
灑,13618,𫝺
灑,10643,漩
灑水,3909,戽水
灑脫,13085,飄撇
灑脫,12365,聳勢
灘,13246,灘
灣,13410,灣
灣里街,40262,灣里街
火,1221,火
火光,53993,火光
火冒三丈,947,心狂火著
火剪,1247,火夾
火力,52356,火力
火大,1231,火大
火夾,1247,火夾
火夾,1283,火箸
火山,1232,火山
火山巖,40057,火山巖
火星,1262,火星
火柴,8726,番仔火
火氣,5597,風火
火氣,1266,火氣
火氣,871,心火
火災,1292,火燒
火災,1249,火災
火燒山,1293,火燒山
火燒島,40059,火燒島
火爆脾氣,10326,雷公性
火爐,6351,烘爐
火種,1281,火種
火箭,1290,火箭
火籠,1289,火熥
火腿,1285,火腿
火舌,1245,火舌
火苗,1245,火舌
火藥,52942,火藥
火警,53994,火警
火車,1252,火車
火車站,1255,火車站
火鉗,1278,火鉗
火鉗,1247,火夾
火鉗,1283,火箸
火鍋,1298,火鍋
火雞,1300,火雞
灰,6247,烌
灰匙,3988,抹刀
灰塵,3802,坱埃
灰塵,9418,塗粉
灰心,150,了然
灰心,5747,凊心
灰心喪氣,1718,失志
灰暗,10652,漚色
灰燼,1267,火烌
灰燼,1258,火屎
灰窯,2800,灰窯
灰色,8564,殕殕
灰色,8555,殕色
灰面鵟鷹,4761,南路鷹
灰面鵟鷹,392,山後鳥
灶,3302,灶
災,3342,災
災區,51799,災區
災厄,3365,災厄
災厄,3391,災禍
災厄,3396,災難
災害,3380,災害
災情,51800,災情
災民,3368,災民
災禍,2966,劫
災禍,12937,難
災禍,3391,災禍
災禍,3396,災難
災難,3391,災禍
災難,3396,災難
炊,4333,炊
炎,4334,炎
炎熱,53056,炎熱
炒,4335,炒
炒作,50557,炒作
炒米粉,2721,米粉炒
炕蘿蔔,4376,炕菜頭
炫耀,5642,風神
炫耀,5943,展風神
炫耀,5967,展寶
炭,5187,炭
炭窯,5222,炭窯
炮,5188,炮
炮台,5198,炮台
炮彈,10291,鉛子
炮彈,52749,炮彈
炮臺,5198,炮台
炰,5189,炰
炸,7539,烰
炸,5191,炸
炸,1307,乍
炸,11309,糋
炸,5192,炸
炸彈,5220,炸彈
炸油,9731,煏油
炸藥,5227,炸藥
炸豆腐,3471,豆乾糋
炸豆腐乾,3471,豆乾糋
炸開,11273,磅
為,5193,為
為主,51823,為主
為人,6946,做人
為什麼,5042,是按怎
為何,50435,為何
為何還沒,5834,哪未
為止,54200,為止
為難,167,刁難
為難,91,刁古董
為難,5228,為難
為非作歹,6954,做歹
烈,6246,烈
烈嶼鄉,35387,烈嶼鄉
烈日,265,大日
烈酒,4819,厚酒
烏,6248,烏
烏,41142,烏
烏來鄉,35055,烏來鄉
烏坵鄉,35388,烏坵鄉
烏心石,6261,烏心石
烏日,34034,烏日
烏日鄉,35131,烏日鄉
烏梅酒,6300,烏梅仔酒
烏溜溜,6253,烏㽎㽎
烏溪,38023,烏溪
烏賊,11028,墨賊仔
烏賊,4459,花枝
烏雲,6317,烏雲
烏雲密布,6303,烏陰
烏骨雞,6299,烏骨雞
烏魚,6305,烏魚
烏魚子,6306,烏魚子
烏魚鰾,6308,烏魚鰾
烏鴉,6337,烏鴉
烏鴉嘴,6339,烏鴉喙
烏鴉嘴,6421,破格喙
烏黑,6329,烏趖趖
烏黑柔亮,6286,烏金
烏龍,53123,烏龍
烏龍茶,6348,烏龍茶
烏龍麵,31167,u33 long51
烏龜,6345,烏龜
烏龜,6346,烏龜
烘,6249,烘
烘焙茶葉,12298,縮茶心
烘爐,6351,烘爐
烤,6249,烘
烤火,6264,烘火
烤肉,6272,烘肉
烤蕃薯,4380,炕窯
烹調,8591,煮
烹飪,8649,煮食
焐,7592,焐
焙,8586,焙
焙茶,8657,焙茶
焚化爐,51321,焚化爐
焠火,13616,𫝏水
無,8588,無
無,8589,無
無主孤魂,2585,有應公
無以為生,6677,袂得過
無依無靠,8629,無依無倚
無元氣,6651,荏
無內容,2505,有的無的
無利可圖,985,歹空
無力,50940,無力
無可奈何,8637,無法度
無可奈何,8631,無奈
無可奈何,8632,無奈何
無可奈何,8617,無可奈何
無名指,13555,䆀指
無名指,3075,尾二指
無味,52800,無味
無奈何,3784,姑不而將
無妨,8708,無礙著
無妨,54432,無妨
無尾巷,8625,無尾巷
無尾熊,51322,無尾熊
無巧不巧,9944,聖拄聖
無師自通,417,土師
無常,53736,無常
無形,51158,無形
無心,53195,無心
無情,8666,無情
無意義,2505,有的無的
無意間,8677,無意中
無所事事,983,友的
無所謂,8647,無要無緊
無所謂,8652,無差
無所謂,8635,無所謂
無效,52042,無效
無數,7876,規千萬
無數,51235,無數
無時無刻,6050,時時刻刻
無暇,8674,無閒
無比,51563,無比
無法,6676,袂得通
無法事先打算,6671,袂按算
無法承受,6679,袂堪得
無法收拾,6661,袂收山
無法無天,8638,無法無天
無法預料,6671,袂按算
無理取鬧,8759,番婆
無理取鬧,5130,枵飽吵
無理取鬧,5979,挐
無理取鬧,5851,哭枵
無用,11218,潲
無用,42,一礐屎
無知,12824,懵懂
無知,11625,儑
無知,11634,儑面
無知,11637,儑頭儑面
無知,9708,歁頭歁面
無知,54433,無知
無礙,8708,無礙著
無禮,8706,無禮
無精打采,8712,無攬無拈
無精打采,8656,無神
無線,51159,無線
無線電,8694,無線電
無緣,54434,無緣
無聊,8710,無議量
無聊,11218,潲
無聊,52043,無聊
無聲,52801,無聲
無能,52245,無能
無論,8695,無論
無論,1142,毋管
無論如何,880,反正
無論如何,12294,總是
無趣,8678,無意無思
無辜,8672,無辜
無邊,53737,無邊
無關緊要,8647,無要無緊
無限,8646,無限
無非,53735,無非
焢肉,4360,炕肉
焢肉飯,4362,炕肉飯
焦,41197,焦
焦吧哖,40195,噍吧哖
焦慮,9032,著急
焦炭,31030,ga55 lah3
焦點,50290,焦點
然後,8641,然後
煉樟腦,11796,激腦
煎,9717,煎
煎,9718,煎
煎茶,9736,煎茶
煎藥,9745,煎藥仔
煎餅,54496,煎餅
煙,9720,煙
煙囪,9738,煙筒
煙垢,9743,煙黗
煙垢,12124,黗
煙塵,1299,火薰
煙火,9727,煙火
煙花女子,3487,豆菜底的
煙蒂,12617,薰頭
煙霧,53778,煙霧
煙鬼,11607,鴉片仙
煞,9722,煞
煞到,9721,煞
煤油,8727,番仔油
煤油,6590,臭油
煤渣,5206,炭屎
煤炭,9412,塗炭
煤球,31088,lian35 tang51
煤礦,5230,炭礦
照,5186,炤
照,9747,照
照實,9758,照實
照射,52258,照射
照常,9756,照常
照抄,12597,翻版
照料,4232,服侍
照料,9762,照顧
照明,51004,照明
照樣,53779,照樣
照片,5250,相片
照片,31137,sia33 sin51
照相,8922,翕
照相機,8940,翕相機
照相機,31058,kha33 me55 lah3
照相館,8941,翕相館
照舊,5836,原在
照說,9760,照講
照護,53226,照護
照辦,9759,照辦
照鏡子,9761,照鏡
照顧,5380,看顧
照顧,4783,保護
照顧,13546,𤆬
照顧,9762,照顧
煨,9748,煨
煩,9749,煩
煩,8406,惱氣
煩,13606,𤺪
煩,13290,齪
煩心,10538,慒心
煩心,54497,煩心
煩悶,10529,慒
煩惱,9757,煩惱
煩惱,11777,激心
煩躁,13408,齷齪
煩躁,13290,齪
煮,13567,𤉙
煮成糊狀,9724,煡
煮麵,13580,㴘麵
煽動,10660,煽動
熄,10647,熄
熄滅,780,化
熊,10678,熊
熊,41224,熊
熊膽,10688,熊膽
熔,10679,熔
熟,11221,熟
熟人,11229,熟似人
熟手,11225,熟手
熟睡,9963,落眠
熟練,2601,老
熟練,54602,熟練
熟識,11228,熟似
熟鐵,11236,熟鐵
熨,11223,熨
熨斗,11226,熨斗
熬,11224,熬
熬,13567,𤉙
熬,9748,煨
熬夜,4144,拚暝工
熱,10646,熁
熱,11237,熱
熱,11238,熱
熱,11222,熥
熱切,53275,熱切
熱咳,11267,熱嗽
