title,radical,non_radical_stroke_count,stroke_count
𡝀,女,7,10
𡝁,女,7,10
𡝂,女,7,10
𡝃,女,7,10
𡝄,女,7,10
𡝅,女,7,10
𡝆,女,7,10
𡝇,女,7,10
𡝈,女,7,10
𡝉,女,7,10
𡝐,女,7,10
𡝑,女,7,10
𡝒,女,7,10
𡝓,女,7,10
𡝔,女,7,10
𡝕,女,7,10
𡝖,女,7,10
𡝗,女,7,10
𡝘,女,7,10
𡝙,女,7,10
𡝠,女,8,11
𡝡,女,8,11
𡝢,女,8,11
𡝣,女,8,11
𡝤,女,8,11
𡝥,女,8,11
𡝦,女,8,11
𡝧,女,8,11
𡝨,女,8,11
𡝩,女,8,11
𡝰,女,8,11
𡝱,女,8,11
𡝲,女,8,11
𡝳,女,8,11
𡝴,女,8,11
𡝵,女,8,11
𡝶,女,8,11
𡝷,女,8,11
𡝸,女,8,11
𡝹,女,8,11
𡞀,女,8,11
𡞁,女,8,11
𡞂,女,8,11
𡞃,女,8,11
𡞄,女,8,11
𡞅,女,8,11
𡞆,女,8,11
𡞇,女,8,11
𡞈,女,8,11
𡞉,女,8,11
𡞐,女,8,11
𡞑,女,8,11
𡞒,女,8,11
𡞓,女,8,11
𡞔,女,8,11
𡞕,女,8,11
𡞖,女,8,11
𡞗,女,8,11
𡞘,女,8,11
𡞙,女,8,11
𡠀,女,10,13
𡠁,女,10,13
𡠂,女,10,13
𡠃,女,10,13
𡠄,女,10,13
𡠅,女,10,13
𡠆,女,10,13
𡠇,女,10,13
𡠈,女,10,13
𡠉,女,10,13
𡠐,女,10,13
𡠑,女,10,13
𡠒,女,10,13
𡠓,女,10,13
𡠔,女,10,13
𡠕,女,10,13
𡠖,女,12,15
𡠗,女,11,14
𡠘,女,12,15
𡠙,女,11,14
𡠠,女,11,14
𡠡,女,11,14
𡠢,女,11,14
𡠣,女,9,12
𡠤,女,11,14
𡠥,女,11,14
𡠦,女,11,14
𡠧,女,11,14
𡠨,女,11,14
𡠩,女,11,14
𡠰,女,11,14
𡠱,女,11,14
𡠲,女,12,15
𡠳,女,11,14
𡠴,女,11,14
𡠵,女,11,14
𡠶,女,11,14
𡠷,女,11,14
𡠸,女,11,14
𡠹,女,11,14
𡡀,女,11,14
𡡁,女,11,14
𡡂,女,11,14
𡡃,女,11,14
𡡄,女,11,14
𡡅,女,11,14
𡡆,女,11,14
𡡇,女,11,14
𡡈,女,11,14
𡡉,女,11,14
𡡐,女,12,15
𡡑,女,12,15
𡡒,女,12,15
𡡓,女,12,15
𡡔,女,12,15
𡡕,女,12,15
𡡖,女,12,15
𡡗,女,12,15
𡡘,女,12,15
𡡙,女,12,15
𡡠,女,12,15
𡡡,女,12,15
𡡢,女,12,15
𡡣,女,12,15
𡡤,女,12,15
𡡥,女,12,15
𡡦,女,12,15
𡡧,女,12,15
𡡨,女,12,15
𡡩,女,12,15
𡡰,女,12,15
𡡱,女,12,15
𡡲,女,12,15
𡡳,女,12,15
𡡴,女,12,15
𡡵,女,12,15
𡡶,女,12,15
𡡷,女,12,15
𡡸,女,12,15
𡡹,女,12,15
𡢀,女,12,15
𡢁,女,12,15
𡢂,女,12,15
𡢃,女,12,15
𡢄,女,12,15
𡢅,女,12,15
𡢆,女,12,15
𡢇,女,12,15
𡢈,女,12,15
𡢉,女,12,15
𡢐,女,12,15
𡢑,女,13,16
𡢒,女,13,16
𡢓,女,13,16
𡢔,女,13,16
𡢕,女,13,16
𡢖,女,13,16
𡢗,女,13,16
𡢘,女,13,16
𡢙,女,13,16
𡤀,女,16,19
𡤁,女,16,19
𡤂,女,16,19
𡤃,女,16,19
𡤄,女,16,19
𡤅,女,16,19
𡤆,女,16,19
𡤇,女,16,19
𡤈,女,16,19
𡤉,女,16,19
𡤐,女,17,20
𡤑,女,17,20
𡤒,女,17,20
𡤓,女,17,20
𡤔,女,17,20
𡤕,女,17,20
𡤖,女,17,20
𡤗,女,17,20
𡤘,女,18,21
𡤙,女,18,21
𡤠,女,18,21
𡤡,女,19,22
𡤢,女,19,22
𡤣,女,19,22
𡤤,女,19,22
𡤥,女,19,22
𡤦,女,19,22
𡤧,女,19,22
𡤨,女,19,22
𡤩,女,19,22
𡤰,女,21,24
𡤱,女,21,24
𡤲,女,21,24
𡤳,女,21,24
𡤴,女,22,25
𡤵,女,22,25
𡤶,女,22,25
𡤷,女,24,27
𡤸,女,24,27
𡤹,女,24,27
𡥀,子,2,5
𡥁,子,2,5
𡥂,子,2,5
𡥃,子,3,6
𡥄,子,3,6
𡥅,子,3,6
𡥆,子,4,7
𡥇,子,4,7
𡥈,子,4,7
𡥉,子,4,7
𡥐,子,5,8
𡥑,子,5,8
𡥒,子,5,8
𡥓,子,5,8
𡥔,子,5,8
𡥕,子,5,8
𡥖,子,5,8
𡥗,子,5,8
𡥘,子,5,8
𡥙,子,5,8
𡥠,子,6,9
𡥡,子,6,9
𡥢,子,6,9
𡥣,子,6,9
𡥤,子,6,9
𡥥,子,6,9
𡥦,子,6,9
𡥧,子,6,9
𡥨,子,7,10
𡥩,子,7,10
𡥰,子,8,11
𡥱,子,8,11
𡥲,子,8,11
𡥳,子,8,11
𡥴,子,8,11
𡥵,子,8,11
𡥶,子,9,12
𡥷,子,9,12
𡥸,子,9,12
𡥹,子,9,12
𡦀,子,9,12
𡦁,子,9,12
𡦂,子,9,12
𡦃,子,10,13
𡦄,子,10,13
𡦅,子,10,13
𡦆,子,10,13
𡦇,子,10,13
𡦈,子,10,13
𡦉,子,10,13
𡦐,子,10,13
𡦑,子,11,14
𡦒,子,11,14
𡦓,子,11,14
𡦔,子,11,14
𡦕,子,11,14
𡦖,子,11,14
𡦗,子,12,15
𡦘,子,12,15
𡦙,子,12,15
𢀀,巛,8,11
𢀁,巛,9,12
𢀂,巛,11,14
𢀃,巛,12,15
𢀄,巛,13,16
𢀅,巛,13,16
𢀆,巛,13,16
𢀇,巛,14,17
𢀈,巛,15,18
𢀉,巛,16,19
𢀐,巛,26,29
𢀑,工,1,4
𢀒,工,1,4
𢀓,工,1,4
𢀔,工,1,4
𢀕,工,1,4
𢀖,工,2,5
𢀗,工,2,5
𢀘,工,2,5
𢀙,工,2,5
𢀠,工,6,9
𢀡,工,7,10
𢀢,工,7,10
𢀣,工,8,11
𢀤,工,9,12
𢀥,工,9,12
𢀦,工,10,13
𢀧,工,10,13
𢀨,工,12,15
𢀩,工,12,15
𢀰,工,18,21
𢀱,工,18,21
𢀲,工,18,21
𢀳,己,1,4
𢀴,己,2,5
𢀵,己,2,5
𢀶,己,3,6
𢀷,己,5,8
𢀸,己,5,8
𢀹,己,6,9
𢁀,己,8,11
𢁁,己,8,11
𢁂,己,8,11
𢁃,己,8,11
𢁄,己,8,11
𢁅,己,9,12
𢁆,己,9,12
𢁇,己,9,12
𢁈,己,9,12
𢁉,己,9,12
𢁐,己,15,18
𢁑,己,17,20
𢁒,巾,2,5
𢁓,巾,2,5
𢁔,巾,2,5
𢁕,巾,3,6
𢁖,巾,3,6
𢁗,巾,3,6
𢁘,巾,3,6
𢁙,巾,3,6
𢁠,巾,3,6
𢁡,巾,3,6
𢁢,巾,3,6
𢁣,巾,3,6
𢁤,巾,3,6
𢁥,巾,4,7
𢁦,巾,4,7
𢁧,巾,4,7
𢁨,巾,4,7
𢁩,巾,4,7
𢁰,巾,4,7
𢁱,巾,4,7
𢁲,巾,4,7
𢁳,巾,4,7
𢁴,巾,4,7
𢁵,巾,4,7
𢁶,巾,4,7
𢁷,巾,4,7
𢁸,巾,4,7
𢁹,巾,4,7
𢂀,巾,5,8
𢂁,巾,5,8
𢂂,巾,5,8
𢂃,巾,5,8
𢂄,巾,5,8
𢂅,巾,5,8
𢂆,巾,5,8
𢂇,巾,5,8
𢂈,巾,5,8
𢂉,巾,5,8
𢂐,巾,6,9
𢂑,巾,6,9
𢂒,巾,6,9
𢂓,巾,6,9
𢂔,巾,6,9
𢂕,巾,6,9
𢂖,巾,6,9
𢂗,巾,6,9
𢂘,巾,6,9
𢂙,巾,6,9
𢄀,巾,9,12
𢄁,巾,9,12
𢄂,巾,9,12
𢄃,巾,9,12
𢄄,巾,9,12
𢄅,巾,9,12
𢄆,巾,9,12
𢄇,巾,9,12
𢄈,巾,9,12
𢄉,巾,9,12
𢄐,巾,10,13
𢄑,巾,10,13
𢄒,巾,10,13
𢄓,巾,10,13
𢄔,巾,10,13
𢄕,巾,10,13
𢄖,巾,10,13
𢄗,巾,10,13
𢄘,巾,10,13
𢄙,巾,10,13
𢄠,巾,11,14
𢄡,巾,11,14
𢄢,巾,11,14
𢄣,巾,11,14
𢄤,巾,11,14
𢄥,巾,11,14
𢄦,巾,11,14
𢄧,巾,11,14
𢄨,巾,11,14
𢄩,巾,11,14
𢄰,巾,11,14
𢄱,巾,11,14
𢄲,巾,11,14
𢄳,巾,12,15
𢄴,巾,12,15
𢄵,巾,12,15
𢄶,巾,12,15
𢄷,巾,12,15
𢄸,巾,12,15
𢄹,巾,12,15
𢅀,巾,12,15
𢅁,巾,12,15
𢅂,巾,12,15
𢅃,巾,12,15
𢅄,巾,12,15
𢅅,巾,12,15
𢅆,巾,12,15
𢅇,巾,12,15
𢅈,巾,12,15
𢅉,巾,12,15
𢅐,巾,13,16
𢅑,巾,13,16
𢅒,巾,13,16
𢅓,巾,13,16
𢅔,巾,13,16
𢅕,巾,13,16
𢅖,巾,13,16
𢅗,巾,13,16
𢅘,巾,13,16
𢅙,巾,13,16
𢅠,巾,14,17
𢅡,巾,14,17
𢅢,巾,14,17
𢅣,巾,14,17
𢅤,巾,14,17
𢅥,巾,14,17
𢅦,巾,14,17
𢅧,巾,14,17
𢅨,巾,14,17
𢅩,巾,15,18
𢅰,巾,16,19
𢅱,巾,16,19
𢅲,巾,16,19
𢅳,巾,16,19
𢅴,巾,16,19
𢅵,巾,16,19
𢅶,巾,16,19
𢅷,巾,16,19
𢅸,巾,17,20
𢅹,巾,17,20
𢆀,巾,19,22
𢆁,巾,19,22
𢆂,巾,20,23
𢆃,巾,21,24
𢆄,巾,21,24
𢆅,巾,21,24
𢆆,巾,21,24
𢆇,巾,24,27
𢆈,巾,24,27
𢆉,干,2,5
𢆐,干,5,8
𢆑,干,6,9
𢆒,干,6,9
𢆓,干,6,9
𢆔,干,6,9
𢆕,干,6,9
𢆖,干,7,10
𢆗,干,7,10
𢆘,干,7,10
𢆙,干,7,10
𢈀,广,5,8
𢈁,广,5,8
𢈂,广,5,8
𢈃,广,5,8
𢈄,广,5,8
𢈅,广,5,8
𢈆,广,5,8
𢈇,广,6,9
𢈈,广,6,9
𢈉,广,6,9
𢈐,广,6,9
𢈑,广,6,9
𢈒,广,6,9
𢈓,广,6,9
𢈔,广,6,9
𢈕,广,6,9
𢈖,广,6,9
𢈗,广,6,9
𢈘,广,6,9
𢈙,广,7,10
𢈠,广,7,10
𢈡,广,7,10
𢈢,广,7,10
𢈣,广,7,10
𢈤,广,7,10
𢈥,广,7,10
𢈦,广,7,10
𢈧,广,7,10
𢈨,广,7,10
𢈩,广,7,10
𢈰,广,7,10
𢈱,广,7,10
𢈲,子,7,10
𢈳,广,8,11
𢈴,广,8,11
𢈵,广,8,11
𢈶,广,8,11
𢈷,广,8,11
𢈸,广,8,11
𢈹,广,8,11
𢉀,广,8,11
𢉁,广,8,11
𢉂,广,8,11
𢉃,广,8,11
𢉄,广,8,11
𢉅,广,8,11
𢉆,广,8,11
𢉇,广,8,11
𢉈,广,8,11
𢉉,广,8,11
𢉐,广,8,11
𢉑,广,8,11
𢉒,广,8,11
𢉓,广,8,11
𢉔,广,8,11
𢉕,广,8,11
𢉖,鹿,0,11
𢉗,广,8,11
𢉘,广,8,11
𢉙,广,8,11
𢉠,广,9,12
𢉡,广,9,12
𢉢,广,9,12
𢉣,广,9,12
𢉤,广,9,12
𢉥,广,9,12
𢉦,广,9,12
𢉧,广,9,12
𢉨,广,9,12
𢉩,广,9,12
𢉰,广,9,12
𢉱,广,9,12
𢉲,广,9,12
𢉳,广,9,12
𢉴,广,9,12
𢉵,广,9,12
𢉶,广,9,12
𢉷,广,9,12
𢉸,广,9,12
𢉹,广,9,12
𢊀,广,10,13
𢊁,广,10,13
𢊂,广,10,13
𢊃,广,10,13
𢊄,广,10,13
𢊅,广,10,13
𢊆,广,10,13
𢊇,广,10,13
𢊈,广,10,13
𢊉,广,10,13
𢊐,广,10,13
𢊑,广,10,13
𢊒,广,10,13
𢊓,广,10,13
𢊔,广,10,13
𢊕,广,11,14
𢊖,广,11,14
𢊗,广,11,14
𢊘,广,11,14
𢊙,广,11,14
𢌀,广,17,20
𢌁,广,17,20
𢌂,广,17,20
𢌃,广,17,20
𢌄,广,18,21
𢌅,广,18,21
𢌆,广,18,21
𢌇,水,18,21
𢌈,广,19,22
𢌉,广,19,22
𢌐,广,20,23
𢌑,广,20,23
𢌒,广,21,24
𢌓,广,23,26
𢌔,广,24,27
𢌕,广,24,27
𢌖,广,25,28
𢌗,廴,2,4
𢌘,廴,3,5
𢌙,廴,3,5
𢌠,廴,7,9
𢌡,廴,7,9
𢌢,廴,7,9
𢌣,廴,7,9
𢌤,廴,7,9
𢌥,廴,7,9
𢌦,廴,8,10
𢌧,廴,8,10
𢌨,廴,9,11
𢌩,廴,9,11
𢌰,廾,3,6
𢌱,廾,3,6
𢌲,廾,3,6
𢌳,廾,4,7
𢌴,廾,6,9
𢌵,廾,4,7
𢌶,廾,4,7
𢌷,廾,4,7
𢌸,廾,4,7
𢌹,廾,4,7
𢍀,廾,5,8
𢍁,廾,5,8
𢍂,廾,6,9
𢍃,廾,6,9
𢍄,廾,6,9
𢍅,廾,6,9
𢍆,廾,6,9
𢍇,廾,6,9
𢍈,廾,6,9
𢍉,廾,6,9
𢍐,廾,7,10
𢍑,廾,7,10
𢍒,廾,7,10
𢍓,廾,7,10
𢍔,廾,8,11
𢍕,廾,8,11
𢍖,廾,8,11
𢍗,廾,8,11
𢍘,廾,8,11
𢍙,廾,8,11
𢍠,廾,9,12
𢍡,廾,9,12
𢍢,廾,10,13
𢍣,廾,10,13
𢍤,廾,10,13
𢍥,廾,10,13
𢍦,廾,11,14
𢍧,廾,11,14
𢍨,廾,11,14
𢍩,廾,11,14
𢍰,廾,13,16
𢍱,廾,13,16
𢍲,廾,14,17
𢍳,廾,14,17
𢍴,廾,14,17
𢍵,廾,16,19
𢍶,廾,19,22
𢍷,廾,24,27
𢍸,廾,24,27
𢍹,廾,26,29
𢎀,弋,4,7
𢎁,弋,4,7
𢎂,弋,4,7
𢎃,弋,4,7
𢎄,弋,5,8
𢎅,弋,5,8
𢎆,弋,6,9
𢎇,弋,6,9
𢎈,弋,6,9
𢎉,弋,6,9
𢎐,弋,10,13
𢎑,弋,12,15
𢎒,弋,12,15
𢎓,弋,13,16
𢎔,弋,14,17
𢎕,弋,15,18
𢎖,弋,18,21
𢎗,弓,0,3
𢎘,弓,0,3
𢎙,弓,1,4
𢐀,弓,9,12
𢐁,弓,9,12
𢐂,弓,9,12
𢐃,弓,9,12
𢐄,弓,9,12
𢐅,弓,9,12
𢐆,弓,9,12
𢐇,弓,9,12
𢐈,弓,9,12
𢐉,弓,9,12
𢐐,弓,10,13
𢐑,弓,10,13
𢐒,弓,11,14
𢐓,弓,11,14
𢐔,弓,11,14
𢐕,弓,11,14
𢐖,弓,11,14
𢐗,弓,11,14
𢐘,弓,11,14
𢐙,弓,11,14
𢐠,弓,12,15
𢐡,弓,12,15
𢐢,弓,12,15
𢐣,弓,12,15
𢐤,弓,12,15
𢐥,弓,13,16
𢐦,弓,13,16
𢐧,弓,13,16
𢐨,弓,13,16
𢐩,弓,13,16
𢐰,弓,14,17
𢐱,弓,14,17
𢐲,弓,15,18
𢐳,弓,15,18
𢐴,弓,15,18
𢐵,弓,15,18
𢐶,弓,15,18
𢐷,弓,15,18
𢐸,弓,16,19
𢐹,弓,16,19
𢑀,弓,17,20
𢑁,弓,17,20
𢑂,弓,17,20
𢑃,弓,17,20
𢑄,弓,17,20
𢑅,弓,17,20
𢑆,弓,18,21
𢑇,弓,18,21
𢑈,弓,18,21
𢑉,弓,18,21
𢑐,彐,3,6
𢑑,彐,3,6
𢑒,彐,3,6
𢑓,彐,4,7
𢑔,彐,5,8
𢑕,彐,5,8
𢑖,田,3,8
𢑗,彐,6,9
𢑘,彐,6,9
𢑙,彐,6,9
𢑠,彐,8,11
𢑡,彐,8,11
𢑢,彐,9,12
𢑣,彐,9,12
𢑤,彐,9,12
𢑥,彐,10,13
𢑦,彐,10,13
𢑧,彐,10,13
𢑨,彐,11,14
𢑩,彐,11,14
𢑰,工,13,16
𢑱,彐,13,16
𢑲,彐,14,17
𢑳,彐,15,18
𢑴,彐,15,18
𢑵,彐,15,18
𢑶,彐,15,18
𢑷,彐,16,19
𢑸,彐,16,19
𢑹,彐,16,19
𢒀,彡,2,5
𢒁,彡,2,5
𢒂,彡,2,5
𢒃,彡,3,6
𢒄,彡,3,6
𢒅,彡,3,6
𢒆,彡,3,6
𢒇,彡,4,7
𢒈,彡,4,7
𢒉,彡,5,8
𢒐,彡,7,10
𢒑,彡,7,10
𢒒,彡,7,10
𢒓,彡,7,10
𢒔,彡,8,11
𢒕,彡,8,11
𢒖,彡,8,11
𢒗,彡,8,11
𢒘,彡,8,11
𢒙,彡,8,11
𢔀,彳,7,10
𢔁,彳,8,11
𢔂,彳,8,11
𢔃,彳,8,11
𢔄,彳,8,11
𢔅,彳,8,11
𢔆,彳,8,11
𢔇,彳,8,11
𢔈,彳,8,11
𢔉,彳,8,11
𢔐,彳,8,11
𢔑,彳,8,11
𢔒,彳,8,11
𢔓,彳,8,11
𢔔,彳,8,11
𢔕,彳,8,11
𢔖,彳,8,11
𢔗,彳,8,11
𢔘,彳,8,11
𢔙,彳,8,11
𢔠,彳,9,12
𢔡,彳,9,12
𢔢,彳,9,12
𢔣,彳,9,12
𢔤,彳,9,12
𢔥,彳,9,12
𢔦,彳,9,12
𢔧,彳,9,12
𢔨,彳,9,12
𢔩,彳,9,12
𢔰,彳,9,12
𢔱,彳,9,12
𢔲,彳,10,13
𢔳,彳,10,13
𢔴,彳,10,13
𢔵,彳,10,13
𢔶,彳,10,13
𢔷,彳,10,13
𢔸,彳,10,13
𢔹,彳,10,13
𢕀,彳,10,13
𢕁,彳,10,13
𢕂,彳,10,13
𢕃,彳,10,13
𢕄,彳,10,13
𢕅,彳,10,13
𢕆,彳,10,13
𢕇,彳,10,13
𢕈,彳,10,13
𢕉,彳,10,13
𢕐,彳,11,14
𢕑,彳,11,14
𢕒,彳,11,14
𢕓,彳,11,14
𢕔,彳,11,14
𢕕,彳,11,14
𢕖,彳,11,14
𢕗,彳,11,14
𢕘,彳,11,14
𢕙,彳,11,14
𢕠,彳,11,14
𢕡,彳,11,14
𢕢,彳,11,14
𢕣,彳,11,14
𢕤,彳,11,14
𢕥,彳,11,14
𢕦,彳,11,14
𢕧,彳,10,13
𢕨,彳,11,14
𢕩,彳,11,14
𢕰,彳,12,15
𢕱,彳,12,15
𢕲,彳,12,15
𢕳,彳,12,15
𢕴,彳,12,15
𢕵,彳,12,15
𢕶,彳,12,15
𢕷,彳,12,15
𢕸,彳,12,15
𢕹,彳,13,16
𢖀,彳,13,16
𢖁,彳,13,16
𢖂,彳,13,16
𢖃,彳,13,16
𢖄,彳,13,16
𢖅,行,10,16
𢖆,彳,13,16
𢖇,彳,13,16
𢖈,彳,14,17
𢖉,彳,14,17
𢖐,彳,15,18
𢖑,彳,15,18
𢖒,彳,15,18
𢖓,彳,15,18
𢖔,彳,15,18
𢖕,彳,15,18
𢖖,彳,15,18
𢖗,彳,15,18
𢖘,彳,16,19
𢖙,彳,16,19
𢘀,心,5,8
𢘁,心,5,8
𢘂,心,5,8
𢘃,心,5,8
𢘄,心,5,8
𢘅,心,5,8
𢘆,心,5,8
𢘇,心,5,8
𢘈,心,5,8
𢘉,心,5,8
𢘐,心,5,8
𢘑,心,5,8
𢘒,心,5,8
𢘓,心,5,8
𢘔,心,5,8
𢘕,心,5,8
𢘖,心,5,8
𢘗,心,5,8
𢘘,心,5,8
𢘙,心,5,8
𢘠,心,5,8
𢘡,心,5,8
𢘢,心,5,8
𢘣,心,5,8
𢘤,心,5,8
𢘥,心,5,8
𢘦,心,5,8
𢘧,心,5,8
𢘨,心,5,8
𢘩,心,5,8
𢘰,心,5,8
𢘱,心,5,8
𢘲,心,5,8
𢘳,心,5,8
𢘴,心,6,9
𢘵,心,6,9
𢘶,心,6,9
𢘷,心,6,9
𢘸,心,6,9
𢘹,心,6,9
𢙀,心,6,9
𢙁,心,6,9
𢙂,心,6,9
𢙃,心,6,9
𢙄,心,6,9
𢙅,心,6,9
𢙆,心,6,9
𢙇,心,6,9
𢙈,心,6,9
𢙉,心,6,9
𢙐,心,6,9
𢙑,心,6,9
𢙒,心,6,9
𢙓,心,6,9
𢙔,心,6,9
𢙕,心,6,9
𢙖,心,6,9
𢙗,心,6,9
𢙘,心,6,9
𢙙,心,6,9
𢙠,心,6,9
𢙡,心,6,9
𢙢,心,6,9
𢙣,心,6,9
𢙤,心,6,9
𢙥,心,6,9
𢙦,心,6,9
𢙧,心,6,9
𢙨,心,6,9
𢙩,心,6,9
𢙰,心,6,9
𢙱,心,7,10
𢙲,心,7,10
𢙳,心,7,10
𢙴,心,7,10
𢙵,心,7,10
𢙶,心,7,10
𢙷,心,7,10
𢙸,心,7,10
𢙹,心,7,10
𢚀,心,7,10
𢚁,心,7,10
𢚂,心,7,10
𢚃,心,7,10
𢚄,心,7,10
𢚅,心,7,10
𢚆,心,7,10
𢚇,心,7,10
𢚈,心,7,10
𢚉,心,7,10
𢚐,心,7,10
𢚑,心,7,10
𢚒,心,7,10
𢚓,心,7,10
𢚔,心,7,10
𢚕,心,7,10
𢚖,心,7,10
𢚗,心,7,10
𢚘,心,7,10
𢚙,心,7,10
𢜀,心,8,11
𢜁,心,8,11
𢜂,心,8,11
𢜃,心,8,11
𢜄,心,8,11
𢜅,心,8,11
𢜆,心,8,11
𢜇,心,8,11
𢜈,心,8,11
𢜉,心,8,11
𢜐,心,8,11
𢜑,心,8,11
𢜒,心,8,11
𢜓,心,8,11
𢜔,心,8,11
𢜕,心,8,11
𢜖,心,8,11
𢜗,心,8,11
𢜘,心,8,11
𢜙,心,8,11
𢜠,心,8,11
𢜡,心,8,11
𢜢,心,8,11
𢜣,心,8,11
𢜤,心,8,11
𢜥,心,8,11
𢜦,心,8,11
𢜧,心,8,11
𢜨,心,9,12
𢜩,心,9,12
𢜰,心,9,12
𢜱,心,9,12
𢜲,心,9,12
𢜳,心,9,12
𢜴,心,9,12
𢜵,心,9,12
𢜶,心,9,12
𢜷,心,9,12
𢜸,心,9,12
𢜹,心,9,12
𢝀,心,9,12
𢝁,心,9,12
𢝂,心,9,12
𢝃,心,9,12
𢝄,心,9,12
𢝅,心,9,12
𢝆,心,9,12
𢝇,心,9,12
𢝈,心,9,12
𢝉,心,9,12
𢝐,心,9,12
𢝑,心,9,12
𢝒,心,9,12
𢝓,心,9,12
𢝔,心,9,12
𢝕,心,9,12
𢝖,心,9,12
𢝗,心,9,12
𢝘,心,9,12
𢝙,心,9,12
𢝠,心,9,12
𢝡,心,9,12
𢝢,心,9,12
𢝣,心,9,12
𢝤,心,9,12
𢝥,心,9,12
𢝦,心,9,12
𢝧,心,9,12
𢝨,心,9,12
𢝩,心,9,12
𢝰,心,9,12
𢝱,心,9,12
𢝲,心,9,12
𢝳,心,9,12
𢝴,心,9,12
𢝵,心,9,12
𢝶,心,9,12
𢝷,心,9,12
𢝸,心,9,12
𢝹,心,9,12
𢞀,心,9,12
𢞁,心,9,12
𢞂,心,9,12
𢞃,心,9,12
𢞄,心,9,12
𢞅,心,9,12
𢞆,心,9,12
𢞇,心,9,12
𢞈,心,9,12
𢞉,心,9,12
𢞐,心,10,13
𢞑,心,10,13
𢞒,心,10,13
𢞓,心,10,13
𢞔,心,10,13
𢞕,心,10,13
𢞖,心,10,13
𢞗,心,10,13
𢞘,心,10,13
𢞙,心,10,13
𢠀,心,11,14
𢠁,心,11,14
𢠂,心,11,14
𢠃,心,11,14
𢠄,心,11,14
𢠅,心,11,14
𢠆,心,11,14
𢠇,心,11,14
𢠈,心,11,14
𢠉,心,11,14
𢠐,心,11,14
𢠑,心,11,14
𢠒,心,11,14
𢠓,心,11,14
𢠔,心,11,14
𢠕,心,11,14
𢠖,心,11,14
𢠗,心,11,14
𢠘,心,11,14
𢠙,心,11,14
𢠠,心,11,14
𢠡,心,11,14
𢠢,心,11,14
𢠣,心,11,14
𢠤,心,11,14
𢠥,心,11,14
𢠦,心,11,14
𢠧,心,11,14
𢠨,心,11,14
𢠩,心,11,14
𢠰,心,11,14
𢠱,心,12,15
𢠲,心,12,15
𢠳,心,12,15
𢠴,心,12,15
𢠵,心,12,15
𢠶,心,12,15
𢠷,心,12,15
𢠸,心,12,15
𢠹,心,12,15
𢡀,心,12,15
𢡁,心,12,15
𢡂,心,12,15
𢡃,心,12,15
𢡄,心,12,15
𢡅,心,12,15
𢡆,心,12,15
𢡇,心,12,15
𢡈,心,12,15
𢡉,心,12,15
𢡐,心,12,15
𢡑,心,12,15
𢡒,心,12,15
𢡓,心,12,15
𢡔,心,12,15
𢡕,心,12,15
𢡖,心,12,15
𢡗,心,12,15
𢡘,心,12,15
𢡙,心,12,15
𢡠,心,12,15
𢡡,心,12,15
𢡢,心,12,15
𢡣,心,12,15
𢡤,心,12,15
𢡥,心,12,15
𢡦,心,12,15
𢡧,心,12,15
𢡨,心,12,15
𢡩,心,12,15
𢡰,心,12,15
𢡱,心,12,15
𢡲,心,12,15
𢡳,心,12,15
𢡴,心,12,15
𢡵,心,12,15
𢡶,心,12,15
𢡷,心,12,15
𢡸,心,12,15
𢡹,心,12,15
𢢀,心,12,15
𢢁,心,12,15
𢢂,心,12,15
𢢃,心,12,15
𢢄,心,12,15
𢢅,心,12,15
𢢆,心,12,15
𢢇,心,12,15
𢢈,心,12,15
𢢉,心,12,15
𢢐,心,12,15
𢢑,心,12,15
𢢒,心,13,16
𢢓,心,13,16
𢢔,心,13,16
𢢕,心,13,16
𢢖,心,13,16
𢢗,心,13,16
𢢘,心,13,16
𢢙,心,13,16
𢤀,心,15,18
𢤁,心,15,18
𢤂,心,15,18
𢤃,心,15,18
𢤄,心,15,18
𢤅,心,15,18
𢤆,心,15,18
𢤇,心,15,18
𢤈,心,15,18
𢤉,心,15,18
𢤐,心,15,18
𢤑,心,15,18
𢤒,心,15,18
𢤓,心,15,18
𢤔,心,15,18
𢤕,心,15,18
𢤖,心,15,18
𢤗,心,15,18
𢤘,心,15,18
𢤙,心,15,18
𢤠,心,15,18
𢤡,心,15,18
𢤢,心,15,18
𢤣,心,15,18
𢤤,心,15,18
𢤥,心,15,18
𢤦,心,16,19
𢤧,心,16,19
𢤨,心,16,19
𢤩,心,16,19
𢤰,心,16,19
𢤱,心,16,19
𢤲,心,16,19
𢤳,心,16,19
𢤴,心,16,19
𢤵,心,16,19
𢤶,心,16,19
𢤷,心,16,19
𢤸,心,16,19
𢤹,心,16,19
𢥀,心,16,19
𢥁,心,16,19
𢥂,心,16,19
𢥃,心,16,19
𢥄,心,16,19
𢥅,心,16,19
𢥆,心,16,19
𢥇,心,16,19
𢥈,心,16,19
𢥉,心,16,19
𢥐,心,17,20
𢥑,心,17,20
𢥒,心,17,20
𢥓,心,17,20
𢥔,心,17,20
𢥕,心,17,20
𢥖,心,17,20
𢥗,心,18,21
𢥘,心,18,21
𢥙,心,18,21
𢥠,心,18,21
𢥡,心,18,21
𢥢,心,18,21
𢥣,心,18,21
𢥤,心,18,21
𢥥,心,19,22
𢥦,心,19,22
𢥧,心,19,22
𢥨,心,19,22
𢥩,心,19,22
𢥰,心,20,23
